FeatureID,Name,Formula,Annotation_level,use_Sirius_class,kingdom,superclass,class,subclass,level 5,CID,Title_PubChem,ExactMass,MolecularFormula,InChI,InChIKey,CanonicalSMILES
FT_17.223_251.12775,Preremirol,C14 H18 O4,L2.3,na,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,10890323,Preremirol,250.1205091,C14H18O4,"InChI=1S/C14H18O4/c1-8(2)5-6-10-11(16)7-12(18-4)13(9(3)15)14(10)17/h5,7,16-17H,6H2,1-4H3",KASLWEHUDINBOP-UHFFFAOYSA-N,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C)O)C
FT_17.267_383.13378,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",C18 H22 O9,L2.2,na,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,131836974,"3,4,5-trihydroxy-6-[(E)-5-(4-methoxyphenyl)-3-oxopent-4-enoxy]oxane-2-carboxylic acid",382.1263823,C18H22O9,"InChI=1S/C18H22O9/c1-25-12-6-3-10(4-7-12)2-5-11(19)8-9-26-18-15(22)13(20)14(21)16(27-18)17(23)24/h2-7,13-16,18,20-22H,8-9H2,1H3,(H,23,24)/b5-2+",ZLTQWAYJMINEQV-GORDUTHDSA-N,COC1=CC=C(C=C1)C=CC(=O)CCOC2C(C(C(C(O2)C(=O)O)O)O)O
FT_17.300_219.10156,4-Methoxy-3-(3-methylbut-2-enoyl)benzaldehyde,C13 H14 O3,L2.3,na,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,NA,14104351,4-Methoxy-3-(3-methylbut-2-enoyl)benzaldehyde,218.0942943,C13H14O3,"InChI=1S/C13H14O3/c1-9(2)6-12(15)11-7-10(8-14)4-5-13(11)16-3/h4-8H,1-3H3",PVTAYIFLKAIHGG-UHFFFAOYSA-N,CC(=CC(=O)C1=C(C=CC(=C1)C=O)OC)C
FT_19.100_345.20596,"(E)-3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4,5-dimethoxyphenyl]prop-2-enoic acid",C21 H28 O4,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,14484652,"(E)-3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4,5-dimethoxyphenyl]prop-2-enoic acid",NA,"	
C21H28O4","InChI=1S/C21H28O4/c1-15(2)7-6-8-16(3)9-11-18-13-17(10-12-20(22)23)14-19(24-4)21(18)25-5/h7,9-10,12-14H,6,8,11H2,1-5H3,(H,22,23)/b12-10+,16-9+",IXDDIYJCTLFLLS-BVXVVYCSSA-N,CC(=CCC/C(=C/CC1=C(C(=CC(=C1)/C=C/C(=O)O)OC)OC)/C)C
FT_19.145_433.22208,"[(2R,2aS,7R,7aS,7bR)-2,2a,7-trihydroxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-3-yl]methyl 2-hydroxy-4-methoxy-6-methylbenzoate",C24 H32 O7,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Illudanes and illudins,"	129320364","[(2R,2aS,7R,7aS,7bR)-2,2a,7-trihydroxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-3-yl]methyl 2-hydroxy-4-methoxy-6-methylbenzoate",NA,"	
C24H32O7","InChI=1S/C24H32O7/c1-12-6-15(30-5)8-16(25)18(12)21(28)31-11-14-7-13-9-22(2,3)20(27)19(13)23(4)10-17(26)24(14,23)29/h6-8,13,17,19-20,25-27,29H,9-11H2,1-5H3/t13?,17-,19-,20-,23-,24+/m1/s1",LBEGSQVVWJVFHH-MFWOBCTISA-N,CC1=CC(=CC(=C1C(=O)OCC2=CC3CC([C@@H]([C@@H]3[C@@]4([C@]2([C@@H](C4)O)O)C)O)(C)C)O)OC
FT_17.474_413.15955,Garcimangosone C,C23 H24 O7,L2.2,na,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Dibenzopyrans,10916629,Garcimangosone C,412.1522031,C23H24O7,"InChI=1S/C23H24O7/c1-10(2)5-6-11-13(24)8-16-19(20(11)27)21(28)18-12-7-17(26)23(3,4)30-15(12)9-14(25)22(18)29-16/h5,8-9,17,24-27H,6-7H2,1-4H3",VPNBQMUAQMFCCW-UHFFFAOYSA-N,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C4=C(C=C3O)OC(C(C4)O)(C)C)O)C
FT_17.486_483.20149,Territrem E,C27 H30 O8,L2.2,na,Organic compounds,Organoheterocyclic compounds,Naphthopyrans,NA,NA,139586543,Territrem E,482.1940679,C27H30O8,"InChI=1S/C27H30O8/c1-23(2)9-8-21(29)25(4)26(23,31)11-10-24(3)27(25,32)14-16-19(35-24)13-18(34-22(16)30)15-6-7-17(28)20(12-15)33-5/h6-9,12-13,28,31-32H,10-11,14H2,1-5H3/t24-,25+,26-,27-/m1/s1",NXPWSGHHZIMMOV-HVWQDESWSA-N,CC1(C=CC(=O)C2(C1(CCC3(C2(CC4=C(O3)C=C(OC4=O)C5=CC(=C(C=C5)O)OC)O)C)O)C)C
FT_17.541_251.12777,Preremirol,C14 H18 O4,L2.3,na,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,10890323,Preremirol,250.1205091,C14H18O4,"InChI=1S/C14H18O4/c1-8(2)5-6-10-11(16)7-12(18-4)13(9(3)15)14(10)17/h5,7,16-17H,6H2,1-4H3",KASLWEHUDINBOP-UHFFFAOYSA-N,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C)O)C
FT_19.148_415.21162,"5-hydroxy-2,2,6,6-tetramethyl-4-{2-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]propyl}cyclohex-4-ene-1,3-dione",C24 H32 O7,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,"	51136453",CID 51136453,NA,"	
C24H32O7","InChI=1S/C24H32O7/c1-10(2)14(17-20(29)23(5,6)22(31)24(7,8)21(17)30)15-12(25)9-13(26)16(19(15)28)18(27)11(3)4/h9-11,14,25-26,28-29H,1-8H3",JUXUXBIHGDQKND-UHFFFAOYSA-N,CC(C)C(C1=C(C(=C(C=C1O)O)C(=O)C(C)C)O)C2=C(C(C(=O)C(C2=O)(C)C)(C)C)O
FT_17.647_487.20941,Glucosylgalactosylhydroxylysine,C18 H34 N2 O13,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,122304,Glucosylgalactosyl hydroxylysine,486.2060891,C18H34N2O13,"InChI=1S/C18H34N2O13/c19-3-6(1-2-7(20)16(28)29)30-18-15(13(26)11(24)9(5-22)32-18)33-17-14(27)12(25)10(23)8(4-21)31-17/h6-15,17-18,21-27H,1-5,19-20H2,(H,28,29)/t6?,7-,8+,9+,10+,11-,12?,13-,14+,15+,17+,18+/m0/s1",UTIRJVJBKWSIOX-SRMFCGEKSA-N,C(CC(C(=O)O)N)C(CN)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O
FT_17.673_215.10672,"4,4'-Benzene-1,4-diylbisbut-3-en-2-one",C14 H14 O2,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,NA,NA,262615,"4,4'-Benzene-1,4-diylbisbut-3-en-2-one",214.0993797,C14H14O2,"InChI=1S/C14H14O2/c1-11(15)3-5-13-7-9-14(10-8-13)6-4-12(2)16/h3-10H,1-2H3",HMMREUHYFATSFZ-UHFFFAOYSA-N,CC(=O)C=CC1=CC=C(C=C1)C=CC(=O)C
FT_17.694_217.08596,Methyl 3-Methoxy-2-naphthoate,C13 H12 O3,L2.3,na,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids,296952,Methyl 3-Methoxy-2-naphthoate,216.0786442,C13H12O3,"InChI=1S/C13H12O3/c1-15-12-8-10-6-4-3-5-9(10)7-11(12)13(14)16-2/h3-8H,1-2H3",MPLSAOVNAXJHHI-UHFFFAOYSA-N,COC1=CC2=CC=CC=C2C=C1C(=O)OC
FT_19.230_453.15471,"(16,17-Dimethoxy-12-oxo-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3,8,10,14,16,18-hexaen-10-yl) acetate",C25 H24 O8,L2.2,na,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids,Rotenones,"	4303566","(16,17-Dimethoxy-12-oxo-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3,8,10,14,16,18-hexaen-10-yl) acetate",NA,"	
C25H24O8","InChI=1S/C25H24O8/c1-11(2)15-7-14-17(32-15)9-20(31-12(3)26)23-24(27)22-13-6-18(28-4)19(29-5)8-16(13)30-10-21(22)33-25(14)23/h6,8-9,15,21-22H,1,7,10H2,2-5H3",RDDZJXAOJKXMKR-UHFFFAOYSA-N,CC(=C)C1CC2=C3C(=C(C=C2O1)OC(=O)C)C(=O)C4C(O3)COC5=CC(=C(C=C45)OC)OC
FT_17.721_467.20646,Nimbolide,C27H30O7,L2.2,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Limonoids,12313376,Nimbolide,466.1991533,C27H30O7,"InChI=1S/C27H30O7/c1-13-15(14-7-9-32-12-14)10-16-20(13)27(4)17(11-19(29)31-5)26(3)18(28)6-8-25(2)22(26)21(23(27)33-16)34-24(25)30/h6-9,12,15-17,21-23H,10-11H2,1-5H3/t15-,16-,17-,21-,22+,23-,25-,26+,27-/m1/s1",JZIQWNPPBKFOPT-LSYMHUITSA-N,CC1=C2C(CC1C3=COC=C3)OC4C2(C(C5(C6C4OC(=O)C6(C=CC5=O)C)C)CC(=O)OC)C
FT_17.735_321.16969,Pseudoalteromone A,C18 H24 O5,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Prenylquinones,76450517,Pseudoalteromone A,320.1623739,C18H24O5,"InChI=1S/C18H24O5/c1-11(7-6-8-12(2)19)9-10-14-13(3)15(20)17(22-4)18(23-5)16(14)21/h9H,6-8,10H2,1-5H3",MALZBBXUOWKWND-UHFFFAOYSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCCC(=O)C
FT_19.321_427.17535,"N-({(2R,4S,5R)-5-[3-(2-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)methanesulfonamide",C20 H28 N4 O3 S,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_19.436_263.16178,NP-012972,C14 H24 O3,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,45359494,"4-[(1E,3E)-hepta-1,3-dienyl]-3-(hydroxymethyl)cyclohexane-1,2-diol",,,"InChI=1S/C14H24O3/c1-2-3-4-5-6-7-11-8-9-13(16)14(17)12(11)10-15/h4-7,11-17H,2-3,8-10H2,1H3/b5-4+,7-6+",UOYPTGKFAQWZSS-YTXTXJHMSA-N,CCC/C=C/C=C/C1CCC(C(C1CO)O)O
FT_17.793_219.10156,6-Hydroxytremetone,C13 H14 O3,L2.3,na,Organic compounds,Benzenoids,Benzene and substituted derivatives,Acetophenones,NA,186059,6-Hydroxytremetone,218.0942943,C13H14O3,"InChI=1S/C13H14O3/c1-7(2)12-5-9-4-10(8(3)14)11(15)6-13(9)16-12/h4,6,12,15H,1,5H2,2-3H3/t12-/m1/s1",FHJSLVLVJPGFRY-GFCCVEGCSA-N,CC(=C)C1CC2=CC(=C(C=C2O1)O)C(=O)C
FT_17.942_181.12232,"formyl 2Z,4E,6Z-decatrienoate",C11 H16 O2,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,12180841,"formyl 2Z,4E,6Z-decatrienoate",180.1150297,C11H16O2,"InChI=1S/C11H16O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h5-10H,3-4H2,1-2H3/b6-5-,8-7+,10-9-",DLNQRJFVXCCDKL-BGDVVUGTSA-N,CCCC=CC=CC=CC(=O)OC
FT_19.588_219.21072,"(1Z,5Z)-1,5,10-trimethyl-8-propan-2-ylidenecyclodeca-1,5-diene",C16 H26,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Germacrane sesquiterpenoids,"	101417931","(1Z,5Z)-1,5,10-trimethyl-8-propan-2-ylidenecyclodeca-1,5-diene",NA,C16H26,"InChI=1S/C16H26/c1-12(2)16-10-9-13(3)7-6-8-14(4)15(5)11-16/h8-9,15H,6-7,10-11H2,1-5H3/b13-9-,14-8-",MBOZYHRSVMIYRG-RDBXOABQSA-N,CC/1CC(=C(C)C)C/C=C(\CC/C=C1/C)/C
FT_19.589_409.23524,NP-016839,C24 H34 O4,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_18.011_235.06008,Hexaketide pyrone,C12 H10 O5,L2.3,na,Organic compounds,Benzenoids,Phenols,Benzenediols,Resorcinols,54750156,Hexaketide pyrone,233.0449984,C12H9O5-,"InChI=1S/C12H10O5/c1-6-2-7(13)3-9(15)12(6)10-4-8(14)5-11(16)17-10/h2-5,13-15H,1H3/p-1",PNZHRLSVSIGZON-UHFFFAOYSA-M,CC1=CC(=CC(=C1C2=CC(=CC(=O)O2)O)[O-])O
FT_18.056_413.12325,Austocystin D,C22 H20 O8,L2.2,na,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Dibenzopyrans,5470400,Austocystin D,412.1158176,C22H20O8,"InChI=1S/C22H20O8/c1-21(2,26)6-5-10-3-4-11(23)14-17(24)15-12(29-19(10)14)9-13-16(18(15)25)22(27)7-8-28-20(22)30-13/h3-4,7-9,20,23,25-27H,5-6H2,1-2H3/t20-,22-/m1/s1",VXTQFTUOAJRUDO-IFMALSPDSA-N,CC(C)(CCC1=C2C(=C(C=C1)O)C(=O)C3=C(C4=C(C=C3O2)OC5C4(C=CO5)O)O)O
FT_19.622_493.22225,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C20 H38 O12,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_18.214_285.24245,2-Methoxy-6Z-hexadecenoic acid,C17 H32 O3,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,5282314,2-methoxy-6Z-hexadecenoic acid,284.2351449,C17H32O3,"InChI=1S/C17H32O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16(20-2)17(18)19/h11-12,16H,3-10,13-15H2,1-2H3,(H,18,19)/b12-11-",KGJRSNOTKLROQM-QXMHVHEDSA-N,CCCCCCCCCC=CCCCC(C(=O)O)OC
FT_19.660_423.14401,"5-[(1S,3aR,4S,6aR)-4-(3,4,5-trimethoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2H-1,3-benzodioxole",C22 H24 O7,L2.1,NA,Organic compounds,"Lignans, neolignans and related compounds",Furanoid lignans,0,Furanoid lignans,NA,NA,NA,NA,"InChI=1/C22H24O7/c1-23-18-7-13(8-19(24-2)22(18)25-3)21-15-10-26-20(14(15)9-27-21)12-4-5-16-17(6-12)29-11-28-16/h4-8,14-15,20-21H,9-11H2,1-3H3/t14-,15-,20+,21+/m0/s1","
ONDWGDNAFRAXCN-VUEDXXQZSA-N","
COc1cc(cc(OC)c1OC)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc2OCOc2c1 |r|"
FT_19.798_451.21160,NP-020353,C21H30O5,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Naphthopyrans,0,Naphthopyrans,129008906,"3,5-Dihydroxy-2,6,6,10,14-pentamethyl-11,13-dioxatetracyclo[8.8.0.02,7.012,17]octadeca-12(17),14-dien-16-one",NA,"	
C21H30O5","InChI=1S/C21H30O5/c1-11-8-13(22)12-9-15-20(4,26-18(12)25-11)7-6-14-19(2,3)16(23)10-17(24)21(14,15)5/h8,14-17,23-24H,6-7,9-10H2,1-5H3",UIXUBSWTFQICKV-UHFFFAOYSA-N,CC1=CC(=O)C2=C(O1)OC3(CCC4C(C(CC(C4(C3C2)C)O)O)(C)C)C
FT_18.358_534.30638,"1-[(1R)-1-(hydroxymethyl)-7-methoxy-9-methyl-1'-(pyridin-4-ylmethyl)-2-spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]yl]-2-(4-morpholinyl)ethanone",C30 H39 N5 O4,L2.2,na,Organic compounds,Alkaloids and derivatives,Harmala alkaloids,NA,NA,60189832,"1-[(1R)-1-(hydroxymethyl)-7-methoxy-9-methyl-1'-(pyridin-4-ylmethyl)-2-spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]yl]-2-(4-morpholinyl)ethanone",533.3002047,C30H39N5O4,"InChI=1S/C30H39N5O4/c1-32-25-17-23(38-2)3-4-24(25)28-29(32)26(20-36)35(27(37)19-34-13-15-39-16-14-34)21-30(28)7-11-33(12-8-30)18-22-5-9-31-10-6-22/h3-6,9-10,17,26,36H,7-8,11-16,18-21H2,1-2H3/t26-/m0/s1",WQLAOOWGOFCETA-SANMLTNESA-N,CN1C2=C(C=CC(=C2)OC)C3=C1C(N(CC34CCN(CC4)CC5=CC=NC=C5)C(=O)CN6CCOCC6)CO
FT_18.475_292.19058,"Propiophenone, 2',4'-dimethoxy-3-(2-methylpiperidino)-",C17 H25 N O3,L2.3,na,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,3056739,"Propiophenone, 2',4'-dimethoxy-3-(2-methylpiperidino)-",291.1834437,C17H25NO3,"InChI=1S/C17H25NO3/c1-13-6-4-5-10-18(13)11-9-16(19)15-8-7-14(20-2)12-17(15)21-3/h7-8,12-13H,4-6,9-11H2,1-3H3",WTDDDGQDJYCMJB-UHFFFAOYSA-N,CC1CCCCN1CCC(=O)C2=C(C=C(C=C2)OC)OC
FT_19.829_335.21962,NP-002322,C18 H32 O4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,"	23789035","(10Z,13Z)-15,16-dihydroxyoctadeca-10,13-dienoic acid",NA,"	
C18H32O4","InChI=1S/C18H32O4/c1-2-16(19)17(20)14-12-10-8-6-4-3-5-7-9-11-13-15-18(21)22/h6,8,12,14,16-17,19-20H,2-5,7,9-11,13,15H2,1H3,(H,21,22)/b8-6-,14-12-",IQWYIIPDFISFMV-HWXFIQLYSA-N,CCC(C(/C=C\C/C=C\CCCCCCCCC(=O)O)O)O
FT_18.536_387.25304,4-O-Methylgrifolic acid,C24 H34 O4,L2.2,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,NA,11531145,4-O-Methylgrifolic acid,386.2457096,C24H34O4,"InChI=1S/C24H34O4/c1-16(2)9-7-10-17(3)11-8-12-18(4)13-14-20-21(28-6)15-19(5)22(23(20)25)24(26)27/h9,11,13,15,25H,7-8,10,12,14H2,1-6H3,(H,26,27)/b17-11+,18-13+",ARZABMWMUVWDJX-OUBUNXTGSA-N,CC1=CC(=C(C(=C1C(=O)O)O)CC=C(C)CCC=C(C)CCC=C(C)C)OC
FT_18.547_363.18019,"7-(6,7-Dihydroxy-3,7-dimethyloct-2-enyloxy)-6-methoxycoumarin",C20 H26 O6,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,NA,129820622,"7-(6,7-Dihydroxy-3,7-dimethyloct-2-enyloxy)-6-methoxycoumarin",362.1729385,C20H26O6,"InChI=1S/C20H26O6/c1-13(5-7-18(21)20(2,3)23)9-10-25-17-12-15-14(11-16(17)24-4)6-8-19(22)26-15/h6,8-9,11-12,18,21,23H,5,7,10H2,1-4H3",HNHWESMEELECRS-UHFFFAOYSA-N,CC(=CCOC1=C(C=C2C=CC(=O)OC2=C1)OC)CCC(C(C)(C)O)O
FT_18.640_397.16466,Dimethoxycurcumin,C23 H24 O6,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids,Curcuminoids,9952605,Dimethoxycurcumin,396.1572885,C23H24O6,"InChI=1S/C23H24O6/c1-26-20-11-7-16(13-22(20)28-3)5-9-18(24)15-19(25)10-6-17-8-12-21(27-2)23(14-17)29-4/h5-14H,15H2,1-4H3/b9-5+,10-6+",HMJSBVCDPKODEX-NXZHAISVSA-N,COC1=C(C=C(C=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)OC)OC)OC
FT_19.830_493.22235,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-[(3-hydroxy-6-methylheptyl)oxy]-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C20 H38 O12,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_18.690_231.10162,Euparin methyl ether,C14 H14 O3,L2.3,na,Organic compounds,Organoheterocyclic compounds,Benzofurans,NA,NA,182181,Euparin methyl ether,230.0942943,C14H14O3,"InChI=1S/C14H14O3/c1-8(2)12-6-10-5-11(9(3)15)14(16-4)7-13(10)17-12/h5-7H,1H2,2-4H3",XFSSPJGVPRWHLS-UHFFFAOYSA-N,CC(=C)C1=CC2=CC(=C(C=C2O1)OC)C(=O)C
FT_18.761_499.23299,Isobisvertinol,C28H34O8,L2.2,na,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,16105144,Isobisvertinol,498.225368,C28H34O8,"InChI=1S/C28H34O8/c1-7-9-11-13-18(29)17-15-25(4,34)28(35)26(5,24(17)33)22-20(19(30)14-12-10-8-2)21(31)16(3)23(32)27(22,6)36-28/h7-14,22,29-31,34-35H,15H2,1-6H3/b9-7+,10-8+,13-11+,14-12+,18-17-,20-19+/t22-,25-,26+,27+,28-/m0/s1",AJYDWIULPHVWEI-QPOMHGLYSA-N,CC=CC=CC(=C1CC(C2(C(C1=O)(C3C(=C(C=CC=CC)O)C(=C(C(=O)C3(O2)C)C)O)C)O)(C)O)O
FT_20.040_467.20668,"(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",C27 H30 O7,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,8-prenylated flavans,"	44179865","(7R,8R)-8-(3,4-dimethoxyphenyl)-5,7-dihydroxy-2,2-dimethyl-10-(3-methylbut-2-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one",NA,C27H30O7,"InChI=1S/C27H30O7/c1-14(2)7-9-17-25-16(11-12-27(3,4)34-25)21(28)20-22(29)23(30)24(33-26(17)20)15-8-10-18(31-5)19(13-15)32-6/h7-8,10-13,23-24,28,30H,9H2,1-6H3/t23-,24+/m0/s1",WCTRYHAQIBWVEQ-BJKOFHAPSA-N,CC(=CCC1=C2C(=C(C3=C1O[C@@H]([C@H](C3=O)O)C4=CC(=C(C=C4)OC)OC)O)C=CC(O2)(C)C)C
FT_18.807_465.15455,Kioukasin A,C21H24N2O10,L2.2,na,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA,NA,23624765,Kioukasin A,464.143095,C21H24N2O10,"InChI=1S/C21H24N2O10/c1-10-7-12(29-3)8-13(30-4)16(10)20(27)33-17-14(9-24)32-19(18(17)31-11(2)25)23-6-5-15(26)22-21(23)28/h5-8,14,17-19,24H,9H2,1-4H3,(H,22,26,28)/t14-,17-,18-,19-/m1/s1",MAWCJLLSYLMLHT-UTRMSSBJSA-N,CC1=CC(=CC(=C1C(=O)OC2C(OC(C2OC(=O)C)N3C=CC(=O)NC3=O)CO)OC)OC
FT_18.812_237.07569,"4-(3,4-Dimethoxyphenyl)-4-oxocrotonic acid",C12 H12 O5,L2.3,na,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes,6444386,"4-(3,4-Dimethoxyphenyl)-4-oxocrotonic acid",236.0684735,C12H12O5,"InChI=1S/C12H12O5/c1-16-10-5-3-8(7-11(10)17-2)9(13)4-6-12(14)15/h3-7H,1-2H3,(H,14,15)/b6-4+",QUWWWXPLUJFEHM-GQCTYLIASA-N,COC1=C(C=C(C=C1)C(=O)C=CC(=O)O)OC
FT_20.067_237.07568,"methyl (E)-3-(7-methoxy-1,3-benzodioxol-5-yl)prop-2-enoate",C12 H12 O5,L2.3,na,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,"	101675306","methyl (E)-3-(7-methoxy-1,3-benzodioxol-5-yl)prop-2-enoate",NA,"	
C12H12O5","InChI=1S/C12H12O5/c1-14-9-5-8(3-4-11(13)15-2)6-10-12(9)17-7-16-10/h3-6H,7H2,1-2H3/b4-3+",MWZHKQTXZWMJQO-ONEGZZNKSA-N,COC1=CC(=CC2=C1OCO2)/C=C/C(=O)OC
FT_18.824_423.10759,Tetracenomycin A2,C23 H18 O8,L2.2,na,Organic compounds,Benzenoids,Naphthacenes,Tetracenequinones,NA,134024,Tetracenomycin A2,422.1001675,C23H18O8,"InChI=1S/C23H18O8/c1-9-16-10(6-15(30-3)17(9)23(28)31-4)5-12-19(21(16)26)22(27)18-13(20(12)25)7-11(29-2)8-14(18)24/h5-8,24,26H,1-4H3",BXLGPMDGOMEFBX-UHFFFAOYSA-N,CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)C4=C(C3=O)C=C(C=C4O)OC)OC)C(=O)OC
FT_20.109_399.21669,"2-methyl-3-[(2-oxochromen-7-yl)oxymethyl]-4-(2,2,6-trimethylcyclohexyl)but-2-enoic acid",C24 H30 O5,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,"	162929400","2-Methyl-3-[(2-oxochromen-7-yl)oxymethyl]-4-(2,2,6-trimethylcyclohexyl)but-2-enoic acid",NA,"	
C24H30O5","InChI=1S/C24H30O5/c1-15-6-5-11-24(3,4)20(15)12-18(16(2)23(26)27)14-28-19-9-7-17-8-10-22(25)29-21(17)13-19/h7-10,13,15,20H,5-6,11-12,14H2,1-4H3,(H,26,27)",ZSFLXSGCJQTJDF-UHFFFAOYSA-N,CC1CCCC(C1CC(=C(C)C(=O)O)COC2=CC3=C(C=C2)C=CC(=O)O3)(C)C
FT_18.848_179.14304,(E)-4-(4-Methylcyclohex-3-en-1-yl)pent-3-en-2-one,C12 H18 O,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids,12454901,(E)-4-(4-Methylcyclohex-3-en-1-yl)pent-3-en-2-one,178.1357652,C12H18O,"InChI=1S/C12H18O/c1-9-4-6-12(7-5-9)10(2)8-11(3)13/h4,8,12H,5-7H2,1-3H3/b10-8+",SSDLCRAPQKJETK-CSKARUKUSA-N,CC1=CCC(CC1)C(=CC(=O)C)C
