...1,ko_id,fasta
bco_bin_69_1_k125_11025475_37,K02902,bco_bin_69_1
bco_bin_69_1_k125_11025475_38,K07030,bco_bin_69_1
bco_bin_69_1_k125_11025475_39,K25232,bco_bin_69_1
bco_bin_69_1_k125_11025475_40,K03655,bco_bin_69_1
bco_bin_69_1_k125_11025475_43,K06901,bco_bin_69_1
bco_bin_69_1_k125_11025475_49,K00370,bco_bin_69_1
bco_bin_69_1_k125_11025475_50,K00371,bco_bin_69_1
bco_bin_69_1_k125_11025475_51,K00373,bco_bin_69_1
bco_bin_69_1_k125_11025475_52,K00374,bco_bin_69_1
bco_bin_69_1_k125_11025475_53,K10851,bco_bin_69_1
bco_bin_69_1_k125_11025475_54,K07683,bco_bin_69_1
bco_bin_69_1_k125_11025475_55,K07696,bco_bin_69_1
bco_bin_69_1_k125_11025475_56,K02575,bco_bin_69_1
bco_bin_69_1_k125_11025475_58,K03750,bco_bin_69_1
bco_bin_69_1_k125_11025475_59,K03753,bco_bin_69_1
bco_bin_69_1_k125_11025475_60,K03635,bco_bin_69_1
bco_bin_69_1_k125_11025475_61,K03636,bco_bin_69_1
bco_bin_69_1_k125_1161368_4,K16044,bco_bin_69_1
bco_bin_69_1_k125_1161368_13,K03321,bco_bin_69_1
bco_bin_69_1_k125_1161368_15,K12309,bco_bin_69_1
bco_bin_69_1_k125_1161368_16,K01206,bco_bin_69_1
bco_bin_69_1_k125_1161368_21,K11936,bco_bin_69_1
bco_bin_69_1_k125_1161368_23,K13015,bco_bin_69_1
bco_bin_69_1_k125_1161368_25,K01421,bco_bin_69_1
bco_bin_69_1_k125_1161368_27,K05916,bco_bin_69_1
bco_bin_69_1_k125_1161368_35,K02099,bco_bin_69_1
bco_bin_69_1_k125_11982557_2,K03701,bco_bin_69_1
bco_bin_69_1_k125_11982557_3,K07552,bco_bin_69_1
bco_bin_69_1_k125_11982557_4,K01191,bco_bin_69_1
bco_bin_69_1_k125_11982557_5,K07718,bco_bin_69_1
bco_bin_69_1_k125_11982557_6,K07720,bco_bin_69_1
bco_bin_69_1_k125_11982557_7,K17319,bco_bin_69_1
bco_bin_69_1_k125_11982557_9,K17318,bco_bin_69_1
bco_bin_69_1_k125_11982557_10,K01227,bco_bin_69_1
bco_bin_69_1_k125_11982557_13,K20487,bco_bin_69_1
bco_bin_69_1_k125_11982557_16,K03088,bco_bin_69_1
bco_bin_69_1_k125_11999300_2,K04077,bco_bin_69_1
bco_bin_69_1_k125_11999300_3,K04078,bco_bin_69_1
bco_bin_69_1_k125_11999300_4,K03118,bco_bin_69_1
bco_bin_69_1_k125_11999300_5,K03116,bco_bin_69_1
bco_bin_69_1_k125_11999300_6,K03831,bco_bin_69_1
bco_bin_69_1_k125_11999300_8,K01934,bco_bin_69_1
bco_bin_69_1_k125_11999300_9,K06158,bco_bin_69_1
bco_bin_69_1_k125_11999300_10,K25706,bco_bin_69_1
bco_bin_69_1_k125_11999300_11,K03789,bco_bin_69_1
bco_bin_69_1_k125_11999300_12,K14742,bco_bin_69_1
bco_bin_69_1_k125_11999300_13,K06925,bco_bin_69_1
bco_bin_69_1_k125_11999300_14,K06425,bco_bin_69_1
bco_bin_69_1_k125_11999300_16,K10979,bco_bin_69_1
bco_bin_69_1_k125_11999300_17,K01971,bco_bin_69_1
bco_bin_69_1_k125_11999300_18,K01971,bco_bin_69_1
bco_bin_69_1_k125_11999300_21,K06131,bco_bin_69_1
bco_bin_69_1_k125_11999300_22,K19304,bco_bin_69_1
bco_bin_69_1_k125_11999300_25,K01990,bco_bin_69_1
bco_bin_69_1_k125_11999300_26,K00060,bco_bin_69_1
bco_bin_69_1_k125_11999300_30,K25904,bco_bin_69_1
bco_bin_69_1_k125_11999300_40,K02472,bco_bin_69_1
bco_bin_69_1_k125_11999300_41,K00903,bco_bin_69_1
bco_bin_69_1_k125_11999300_42,K19420,bco_bin_69_1
bco_bin_69_1_k125_11999300_46,K16566,bco_bin_69_1
bco_bin_69_1_k125_11999300_47,K00963,bco_bin_69_1
bco_bin_69_1_k125_12446676_2,K07226,bco_bin_69_1
bco_bin_69_1_k125_12446676_3,K02013,bco_bin_69_1
bco_bin_69_1_k125_12446676_4,K25114,bco_bin_69_1
bco_bin_69_1_k125_12446676_5,K25113,bco_bin_69_1
bco_bin_69_1_k125_12446676_8,K22135,bco_bin_69_1
bco_bin_69_1_k125_12446676_13,K03893,bco_bin_69_1
bco_bin_69_1_k125_12446676_16,K01304,bco_bin_69_1
bco_bin_69_1_k125_12446676_17,K07160,bco_bin_69_1
bco_bin_69_1_k125_12446676_18,K06350,bco_bin_69_1
bco_bin_69_1_k125_12446676_19,K06351,bco_bin_69_1
bco_bin_69_1_k125_12446676_20,K09990,bco_bin_69_1
bco_bin_69_1_k125_12446676_21,K13531,bco_bin_69_1
bco_bin_69_1_k125_12446676_22,K13530,bco_bin_69_1
bco_bin_69_1_k125_12446676_23,K01247,bco_bin_69_1
bco_bin_69_1_k125_12446676_25,K06871,bco_bin_69_1
bco_bin_69_1_k125_12446676_26,K19689,bco_bin_69_1
bco_bin_69_1_k125_12446676_27,K11163,bco_bin_69_1
bco_bin_69_1_k125_12446676_28,K07683,bco_bin_69_1
bco_bin_69_1_k125_12446676_29,K07696,bco_bin_69_1
bco_bin_69_1_k125_12446676_31,K10851,bco_bin_69_1
bco_bin_69_1_k125_12446676_33,K00231,bco_bin_69_1
bco_bin_69_1_k125_12446676_34,K07816,bco_bin_69_1
bco_bin_69_1_k125_12446676_35,K00375,bco_bin_69_1
bco_bin_69_1_k125_12446676_39,K03088,bco_bin_69_1
bco_bin_69_1_k125_12446676_41,K01729,bco_bin_69_1
bco_bin_69_1_k125_12446676_42,K18581,bco_bin_69_1
bco_bin_69_1_k125_12446676_44,K17319,bco_bin_69_1
bco_bin_69_1_k125_12446676_45,K17318,bco_bin_69_1
bco_bin_69_1_k125_12446676_46,K07720,bco_bin_69_1
bco_bin_69_1_k125_12446676_48,K15923,bco_bin_69_1
bco_bin_69_1_k125_12446676_49,K07720,bco_bin_69_1
bco_bin_69_1_k125_12446676_50,K07718,bco_bin_69_1
bco_bin_69_1_k125_12446676_53,K21755,bco_bin_69_1
bco_bin_69_1_k125_12446676_54,K00826,bco_bin_69_1
bco_bin_69_1_k125_12446676_59,K01479,bco_bin_69_1
bco_bin_69_1_k125_12446676_60,K03312,bco_bin_69_1
bco_bin_69_1_k125_1253650_21,K01448,bco_bin_69_1
bco_bin_69_1_k125_1253650_22,K01129,bco_bin_69_1
bco_bin_69_1_k125_1253650_23,K07446,bco_bin_69_1
bco_bin_69_1_k125_1253650_25,K01975,bco_bin_69_1
bco_bin_69_1_k125_1253650_26,K01449,bco_bin_69_1
bco_bin_69_1_k125_1253650_28,K03429,bco_bin_69_1
bco_bin_69_1_k125_13158530_5,K07680,bco_bin_69_1
bco_bin_69_1_k125_13573618_2,K10938,bco_bin_69_1
bco_bin_69_1_k125_13573618_3,K22477,bco_bin_69_1
bco_bin_69_1_k125_13573618_6,K22278,bco_bin_69_1
bco_bin_69_1_k125_13573618_9,K18844,bco_bin_69_1
bco_bin_69_1_k125_13573618_10,K16216,bco_bin_69_1
bco_bin_69_1_k125_13573618_15,K04023,bco_bin_69_1
bco_bin_69_1_k125_13573618_17,K04028,bco_bin_69_1
bco_bin_69_1_k125_13573618_19,K15024,bco_bin_69_1
bco_bin_69_1_k125_13573618_20,K04032,bco_bin_69_1
bco_bin_69_1_k125_13573618_21,K04027,bco_bin_69_1
bco_bin_69_1_k125_13573618_22,K00132,bco_bin_69_1
bco_bin_69_1_k125_13573618_24,K04026,bco_bin_69_1
bco_bin_69_1_k125_13573618_25,K03736,bco_bin_69_1
bco_bin_69_1_k125_13573618_26,K03735,bco_bin_69_1
bco_bin_69_1_k125_13573618_27,K04019,bco_bin_69_1
bco_bin_69_1_k125_13573618_28,K00936,bco_bin_69_1
bco_bin_69_1_k125_13573618_29,K22010,bco_bin_69_1
bco_bin_69_1_k125_13573618_30,K04029,bco_bin_69_1
bco_bin_69_1_k125_13573618_31,K04031,bco_bin_69_1
bco_bin_69_1_k125_13573618_33,K07025,bco_bin_69_1
bco_bin_69_1_k125_14835253_1,K02004,bco_bin_69_1
bco_bin_69_1_k125_14835253_2,K02003,bco_bin_69_1
bco_bin_69_1_k125_14835253_4,K05937,bco_bin_69_1
bco_bin_69_1_k125_14835253_6,K03406,bco_bin_69_1
bco_bin_69_1_k125_14835253_7,K21802,bco_bin_69_1
bco_bin_69_1_k125_1484757_2,K03575,bco_bin_69_1
bco_bin_69_1_k125_1484757_3,K00997,bco_bin_69_1
bco_bin_69_1_k125_1484757_5,K01916,bco_bin_69_1
bco_bin_69_1_k125_1484757_6,K26958,bco_bin_69_1
bco_bin_69_1_k125_1484757_13,K15973,bco_bin_69_1
bco_bin_69_1_k125_1484757_15,K01552,bco_bin_69_1
bco_bin_69_1_k125_1484757_16,K16925,bco_bin_69_1
bco_bin_69_1_k125_1484757_17,K16785,bco_bin_69_1
bco_bin_69_1_k125_1484757_21,K08968,bco_bin_69_1
bco_bin_69_1_k125_1484757_23,K03893,bco_bin_69_1
bco_bin_69_1_k125_1484757_26,K06911,bco_bin_69_1
bco_bin_69_1_k125_1484757_27,K11634,bco_bin_69_1
bco_bin_69_1_k125_1484757_28,K11633,bco_bin_69_1
bco_bin_69_1_k125_1484757_29,K11635,bco_bin_69_1
bco_bin_69_1_k125_1484757_30,K11636,bco_bin_69_1
bco_bin_69_1_k125_1484757_31,K03975,bco_bin_69_1
bco_bin_69_1_k125_1484757_32,K06153,bco_bin_69_1
bco_bin_69_1_k125_1484757_33,K01258,bco_bin_69_1
bco_bin_69_1_k125_1484757_35,K00010,bco_bin_69_1
bco_bin_69_1_k125_1484757_37,K01990,bco_bin_69_1
bco_bin_69_1_k125_1484757_38,K01992,bco_bin_69_1
bco_bin_69_1_k125_1484757_40,K01713,bco_bin_69_1
bco_bin_69_1_k125_1484757_44,K00027,bco_bin_69_1
bco_bin_69_1_k125_1484757_45,K17803,bco_bin_69_1
bco_bin_69_1_k125_1484757_51,K11626,bco_bin_69_1
bco_bin_69_1_k125_1484757_52,K01625,bco_bin_69_1
bco_bin_69_1_k125_1484757_54,K18581,bco_bin_69_1
bco_bin_69_1_k125_1484757_56,K07720,bco_bin_69_1
bco_bin_69_1_k125_1484757_57,K07718,bco_bin_69_1
bco_bin_69_1_k125_1484757_58,K02027,bco_bin_69_1
bco_bin_69_1_k125_1484757_60,K02025,bco_bin_69_1
bco_bin_69_1_k125_1484757_61,K01815,bco_bin_69_1
bco_bin_69_1_k125_1484757_63,K00065,bco_bin_69_1
bco_bin_69_1_k125_1484757_64,K19302,bco_bin_69_1
bco_bin_69_1_k125_1484757_66,K12308,bco_bin_69_1
bco_bin_69_1_k125_1484757_67,K15923,bco_bin_69_1
bco_bin_69_1_k125_1484757_68,K02027,bco_bin_69_1
bco_bin_69_1_k125_1484757_70,K02025,bco_bin_69_1
bco_bin_69_1_k125_1484757_71,K07720,bco_bin_69_1
bco_bin_69_1_k125_1484757_72,K07718,bco_bin_69_1
bco_bin_69_1_k125_1484757_74,K18581,bco_bin_69_1
bco_bin_69_1_k125_1484757_75,K01727,bco_bin_69_1
bco_bin_69_1_k125_1484757_76,K21744,bco_bin_69_1
bco_bin_69_1_k125_1484757_78,K03315,bco_bin_69_1
bco_bin_69_1_k125_1484757_80,K22330,bco_bin_69_1
bco_bin_69_1_k125_1484757_81,K20265,bco_bin_69_1
bco_bin_69_1_k125_1484757_83,K01866,bco_bin_69_1
bco_bin_69_1_k125_1484757_85,K03315,bco_bin_69_1
bco_bin_69_1_k125_1484757_86,K22330,bco_bin_69_1
bco_bin_69_1_k125_1484757_87,K20265,bco_bin_69_1
bco_bin_69_1_k125_16382141_1,K01119,bco_bin_69_1
bco_bin_69_1_k125_16382141_3,K23983,bco_bin_69_1
bco_bin_69_1_k125_16382141_4,K06949,bco_bin_69_1
bco_bin_69_1_k125_16382141_5,K06173,bco_bin_69_1
bco_bin_69_1_k125_16382141_6,K02217,bco_bin_69_1
bco_bin_69_1_k125_16382141_9,K16927,bco_bin_69_1
bco_bin_69_1_k125_16382141_10,K01552,bco_bin_69_1
bco_bin_69_1_k125_16382141_11,K16785,bco_bin_69_1
bco_bin_69_1_k125_17073540_1,K00648,bco_bin_69_1
bco_bin_69_1_k125_17073540_3,K15975,bco_bin_69_1
bco_bin_69_1_k125_17073540_5,K02791,bco_bin_69_1
bco_bin_69_1_k125_17073540_6,K01788,bco_bin_69_1
bco_bin_69_1_k125_17073540_10,K11633,bco_bin_69_1
bco_bin_69_1_k125_17073540_11,K11635,bco_bin_69_1
bco_bin_69_1_k125_17073540_12,K11636,bco_bin_69_1
bco_bin_69_1_k125_17073540_14,K03169,bco_bin_69_1
bco_bin_69_1_k125_17073540_33,K01286,bco_bin_69_1
bco_bin_69_1_k125_17326121_9,K00783,bco_bin_69_1
bco_bin_69_1_k125_17326121_20,K02314,bco_bin_69_1
bco_bin_69_1_k125_17326121_21,K02939,bco_bin_69_1
bco_bin_69_1_k125_17326121_26,K01005,bco_bin_69_1
bco_bin_69_1_k125_17326121_27,K07258,bco_bin_69_1
bco_bin_69_1_k125_17381507_2,K17463,bco_bin_69_1
bco_bin_69_1_k125_17874479_1,K01159,bco_bin_69_1
bco_bin_69_1_k125_17874479_2,K03550,bco_bin_69_1
bco_bin_69_1_k125_17874479_3,K03551,bco_bin_69_1
bco_bin_69_1_k125_17874479_4,K06381,bco_bin_69_1
bco_bin_69_1_k125_17874479_5,K07568,bco_bin_69_1
bco_bin_69_1_k125_17874479_7,K03210,bco_bin_69_1
bco_bin_69_1_k125_17874479_11,K06409,bco_bin_69_1
bco_bin_69_1_k125_17874479_18,K00759,bco_bin_69_1
bco_bin_69_1_k125_17874479_19,K02824,bco_bin_69_1
bco_bin_69_1_k125_17874479_20,K01139,bco_bin_69_1
bco_bin_69_1_k125_17874479_21,K07560,bco_bin_69_1
bco_bin_69_1_k125_17874479_26,K01892,bco_bin_69_1
bco_bin_69_1_k125_17874479_27,K01876,bco_bin_69_1
bco_bin_69_1_k125_17874479_28,K22132,bco_bin_69_1
bco_bin_69_1_k125_17874479_30,K07478,bco_bin_69_1
bco_bin_69_1_k125_17874479_31,K06199,bco_bin_69_1
bco_bin_69_1_k125_17874479_32,K06199,bco_bin_69_1
bco_bin_69_1_k125_17874479_35,K04068,bco_bin_69_1
bco_bin_69_1_k125_17874479_36,K00566,bco_bin_69_1
bco_bin_69_1_k125_17874479_37,K17472,bco_bin_69_1
bco_bin_69_1_k125_17874479_39,K00433,bco_bin_69_1
bco_bin_69_1_k125_18350395_1,K01790,bco_bin_69_1
bco_bin_69_1_k125_18350395_2,K01710,bco_bin_69_1
bco_bin_69_1_k125_18350395_3,K00067,bco_bin_69_1
bco_bin_69_1_k125_18350395_5,K16870,bco_bin_69_1
bco_bin_69_1_k125_18350395_7,K07094,bco_bin_69_1
bco_bin_69_1_k125_18350395_8,K03657,bco_bin_69_1
bco_bin_69_1_k125_18350395_9,K01972,bco_bin_69_1
bco_bin_69_1_k125_18350395_10,K08223,bco_bin_69_1
bco_bin_69_1_k125_18778623_1,K10439,bco_bin_69_1
bco_bin_69_1_k125_18778623_2,K10440,bco_bin_69_1
bco_bin_69_1_k125_18778623_3,K10441,bco_bin_69_1
bco_bin_69_1_k125_18778623_4,K06726,bco_bin_69_1
bco_bin_69_1_k125_18778623_5,K00852,bco_bin_69_1
bco_bin_69_1_k125_18778623_6,K02529,bco_bin_69_1
bco_bin_69_1_k125_18778623_7,K13444,bco_bin_69_1
bco_bin_69_1_k125_18778623_9,K06320,bco_bin_69_1
bco_bin_69_1_k125_18778623_10,K06320,bco_bin_69_1
bco_bin_69_1_k125_18878560_8,K05601,bco_bin_69_1
bco_bin_69_1_k125_18878560_9,K00172,bco_bin_69_1
bco_bin_69_1_k125_18878560_10,K00169,bco_bin_69_1
bco_bin_69_1_k125_19441138_2,K11751,bco_bin_69_1
bco_bin_69_1_k125_19441138_4,K16169,bco_bin_69_1
bco_bin_69_1_k125_19441138_7,K03429,bco_bin_69_1
bco_bin_69_1_k125_19441138_10,K01265,bco_bin_69_1
bco_bin_69_1_k125_19441138_11,K02275,bco_bin_69_1
bco_bin_69_1_k125_19441138_12,K02274,bco_bin_69_1
bco_bin_69_1_k125_19441138_14,K02277,bco_bin_69_1
bco_bin_69_1_k125_19441138_15,K02862,bco_bin_69_1
bco_bin_69_1_k125_19441138_16,K08976,bco_bin_69_1
bco_bin_69_1_k125_19441138_20,K01990,bco_bin_69_1
bco_bin_69_1_k125_19441138_21,K01992,bco_bin_69_1
bco_bin_69_1_k125_1966209_2,K14988,bco_bin_69_1
bco_bin_69_1_k125_1966209_3,K14989,bco_bin_69_1
bco_bin_69_1_k125_1966209_4,K03657,bco_bin_69_1
bco_bin_69_1_k125_1966209_7,K13955,bco_bin_69_1
bco_bin_69_1_k125_1966209_8,K21959,bco_bin_69_1
bco_bin_69_1_k125_1966209_9,K01286,bco_bin_69_1
bco_bin_69_1_k125_1966209_11,K17318,bco_bin_69_1
bco_bin_69_1_k125_1966209_13,K00059,bco_bin_69_1
bco_bin_69_1_k125_1966209_14,K07718,bco_bin_69_1
bco_bin_69_1_k125_1966209_15,K07720,bco_bin_69_1
bco_bin_69_1_k125_1966209_17,K17319,bco_bin_69_1
bco_bin_69_1_k125_1966209_18,K01821,bco_bin_69_1
bco_bin_69_1_k125_1966209_20,K23257,bco_bin_69_1
bco_bin_69_1_k125_1966209_22,K01286,bco_bin_69_1
bco_bin_69_1_k125_1966209_27,K14393,bco_bin_69_1
bco_bin_69_1_k125_1966209_32,K02598,bco_bin_69_1
bco_bin_69_1_k125_1966209_33,K07720,bco_bin_69_1
bco_bin_69_1_k125_20217199_4,K02829,bco_bin_69_1
bco_bin_69_1_k125_20217199_5,K02828,bco_bin_69_1
bco_bin_69_1_k125_20217199_7,K02826,bco_bin_69_1
bco_bin_69_1_k125_20217199_10,K03817,bco_bin_69_1
bco_bin_69_1_k125_20685903_2,K17319,bco_bin_69_1
bco_bin_69_1_k125_20685903_4,K17318,bco_bin_69_1
bco_bin_69_1_k125_20685903_5,K07718,bco_bin_69_1
bco_bin_69_1_k125_20685903_6,K07720,bco_bin_69_1
bco_bin_69_1_k125_20685903_7,K02520,bco_bin_69_1
bco_bin_69_1_k125_20685903_13,K09773,bco_bin_69_1
bco_bin_69_1_k125_20685903_16,K03088,bco_bin_69_1
bco_bin_69_1_k125_20685903_21,K18907,bco_bin_69_1
bco_bin_69_1_k125_20685903_28,K16957,bco_bin_69_1
bco_bin_69_1_k125_20685903_29,K16958,bco_bin_69_1
bco_bin_69_1_k125_20685903_30,K16959,bco_bin_69_1
bco_bin_69_1_k125_20685903_31,K02028,bco_bin_69_1
bco_bin_69_1_k125_20685903_33,K21613,bco_bin_69_1
bco_bin_69_1_k125_20685903_35,K24116,bco_bin_69_1
bco_bin_69_1_k125_20685903_36,K00299,bco_bin_69_1
bco_bin_69_1_k125_20685903_37,K01868,bco_bin_69_1
bco_bin_69_1_k125_20685903_40,K19294,bco_bin_69_1
bco_bin_69_1_k125_2184232_4,K06313,bco_bin_69_1
bco_bin_69_1_k125_2184232_6,K24131,bco_bin_69_1
bco_bin_69_1_k125_2184232_7,K16511,bco_bin_69_1
bco_bin_69_1_k125_2184232_9,K22278,bco_bin_69_1
bco_bin_69_1_k125_2184232_10,K07098,bco_bin_69_1
bco_bin_69_1_k125_2184232_11,K07052,bco_bin_69_1
bco_bin_69_1_k125_2184232_12,K00058,bco_bin_69_1
bco_bin_69_1_k125_2184232_13,K07651,bco_bin_69_1
bco_bin_69_1_k125_22443191_9,K22299,bco_bin_69_1
bco_bin_69_1_k125_22506918_3,K00963,bco_bin_69_1
bco_bin_69_1_k125_22506918_4,K07052,bco_bin_69_1
bco_bin_69_1_k125_22506918_5,K21744,bco_bin_69_1
bco_bin_69_1_k125_22711972_2,K00262,bco_bin_69_1
bco_bin_69_1_k125_22711972_4,K07145,bco_bin_69_1
bco_bin_69_1_k125_22711972_5,K01990,bco_bin_69_1
bco_bin_69_1_k125_22711972_7,K07148,bco_bin_69_1
bco_bin_69_1_k125_22711972_10,K08152,bco_bin_69_1
bco_bin_69_1_k125_22711972_11,K01486,bco_bin_69_1
bco_bin_69_1_k125_22711972_12,K00425,bco_bin_69_1
bco_bin_69_1_k125_22711972_13,K00426,bco_bin_69_1
bco_bin_69_1_k125_22711972_14,K16013,bco_bin_69_1
bco_bin_69_1_k125_22711972_15,K16012,bco_bin_69_1
bco_bin_69_1_k125_22711972_19,K03699,bco_bin_69_1
bco_bin_69_1_k125_22711972_21,K25599,bco_bin_69_1
bco_bin_69_1_k125_22711972_23,K06518,bco_bin_69_1
bco_bin_69_1_k125_22711972_24,K09681,bco_bin_69_1
bco_bin_69_1_k125_22711972_25,K08153,bco_bin_69_1
bco_bin_69_1_k125_22711972_26,K16044,bco_bin_69_1
bco_bin_69_1_k125_22711972_27,K01567,bco_bin_69_1
bco_bin_69_1_k125_22711972_28,K10844,bco_bin_69_1
bco_bin_69_1_k125_22711972_29,K06949,bco_bin_69_1
bco_bin_69_1_k125_22711972_31,K18887,bco_bin_69_1
bco_bin_69_1_k125_22711972_32,K18888,bco_bin_69_1
bco_bin_69_1_k125_22711972_35,K19341,bco_bin_69_1
bco_bin_69_1_k125_22711972_36,K19342,bco_bin_69_1
bco_bin_69_1_k125_22711972_41,K07029,bco_bin_69_1
bco_bin_69_1_k125_23350628_4,K25144,bco_bin_69_1
bco_bin_69_1_k125_23350628_5,K01992,bco_bin_69_1
bco_bin_69_1_k125_23350628_8,K25027,bco_bin_69_1
bco_bin_69_1_k125_23350628_9,K25028,bco_bin_69_1
bco_bin_69_1_k125_23350628_10,K02016,bco_bin_69_1
bco_bin_69_1_k125_23350628_11,K01772,bco_bin_69_1
bco_bin_69_1_k125_23350628_12,K01261,bco_bin_69_1
bco_bin_69_1_k125_23468584_1,K03722,bco_bin_69_1
bco_bin_69_1_k125_23468584_2,K01926,bco_bin_69_1
bco_bin_69_1_k125_23468584_3,K12960,bco_bin_69_1
bco_bin_69_1_k125_23468584_8,K00925,bco_bin_69_1
bco_bin_69_1_k125_23468584_9,K01893,bco_bin_69_1
bco_bin_69_1_k125_23468584_10,K02086,bco_bin_69_1
bco_bin_69_1_k125_23468584_17,K07497,bco_bin_69_1
bco_bin_69_1_k125_23468584_18,K05995,bco_bin_69_1
bco_bin_69_1_k125_23468584_19,K07482,bco_bin_69_1
bco_bin_69_1_k125_23533036_2,K23356,bco_bin_69_1
bco_bin_69_1_k125_23533036_6,K07260,bco_bin_69_1
bco_bin_69_1_k125_23533036_12,K25088,bco_bin_69_1
bco_bin_69_1_k125_23533036_16,K07720,bco_bin_69_1
bco_bin_69_1_k125_23533036_18,K09022,bco_bin_69_1
bco_bin_69_1_k125_23533036_26,K16785,bco_bin_69_1
bco_bin_69_1_k125_23533036_27,K16787,bco_bin_69_1
bco_bin_69_1_k125_23533036_28,K16786,bco_bin_69_1
bco_bin_69_1_k125_23782629_4,K06207,bco_bin_69_1
bco_bin_69_1_k125_23782629_6,K01005,bco_bin_69_1
bco_bin_69_1_k125_24364227_3,K00215,bco_bin_69_1
bco_bin_69_1_k125_24364227_4,K01734,bco_bin_69_1
bco_bin_69_1_k125_24364227_5,K01463,bco_bin_69_1
bco_bin_69_1_k125_24364227_6,K00754,bco_bin_69_1
bco_bin_69_1_k125_24364227_7,K00974,bco_bin_69_1
bco_bin_69_1_k125_24364227_8,K03524,bco_bin_69_1
bco_bin_69_1_k125_24364227_9,K00606,bco_bin_69_1
bco_bin_69_1_k125_24364227_10,K01918,bco_bin_69_1
bco_bin_69_1_k125_24364227_11,K01579,bco_bin_69_1
bco_bin_69_1_k125_24364228_5,K02278,bco_bin_69_1
bco_bin_69_1_k125_24364228_11,K01151,bco_bin_69_1
bco_bin_69_1_k125_24364228_12,K01433,bco_bin_69_1
bco_bin_69_1_k125_24364228_14,K01990,bco_bin_69_1
bco_bin_69_1_k125_24364228_15,K01992,bco_bin_69_1
bco_bin_69_1_k125_24364228_17,K03924,bco_bin_69_1
bco_bin_69_1_k125_24364228_20,K07114,bco_bin_69_1
bco_bin_69_1_k125_24364228_22,K00004,bco_bin_69_1
bco_bin_69_1_k125_24364228_23,K00615,bco_bin_69_1
bco_bin_69_1_k125_24364228_25,K00020,bco_bin_69_1
bco_bin_69_1_k125_24364228_26,K01810,bco_bin_69_1
bco_bin_69_1_k125_24364228_30,K02046,bco_bin_69_1
bco_bin_69_1_k125_24364228_31,K02047,bco_bin_69_1
bco_bin_69_1_k125_24364228_40,K21064,bco_bin_69_1
bco_bin_69_1_k125_24364228_41,K07038,bco_bin_69_1
bco_bin_69_1_k125_24364228_43,K03800,bco_bin_69_1
bco_bin_69_1_k125_24364228_49,K25034,bco_bin_69_1
bco_bin_69_1_k125_24364228_50,K25027,bco_bin_69_1
bco_bin_69_1_k125_24364228_51,K02013,bco_bin_69_1
bco_bin_69_1_k125_24851618_2,K00805,bco_bin_69_1
bco_bin_69_1_k125_24851618_3,K03183,bco_bin_69_1
bco_bin_69_1_k125_24851618_4,K03179,bco_bin_69_1
bco_bin_69_1_k125_24851618_6,K11782,bco_bin_69_1
bco_bin_69_1_k125_24851618_8,K00940,bco_bin_69_1
bco_bin_69_1_k125_24851618_9,K00575,bco_bin_69_1
bco_bin_69_1_k125_24851618_11,K01736,bco_bin_69_1
bco_bin_69_1_k125_24851618_12,K01735,bco_bin_69_1
bco_bin_69_1_k125_24851618_13,K06208,bco_bin_69_1
bco_bin_69_1_k125_24851618_15,K00766,bco_bin_69_1
bco_bin_69_1_k125_24851618_16,K01609,bco_bin_69_1
bco_bin_69_1_k125_24851618_17,K01817,bco_bin_69_1
bco_bin_69_1_k125_24851618_18,K01696,bco_bin_69_1
bco_bin_69_1_k125_24851618_19,K01695,bco_bin_69_1
bco_bin_69_1_k125_24851618_20,K00817,bco_bin_69_1
bco_bin_69_1_k125_24851618_21,K04517,bco_bin_69_1
bco_bin_69_1_k125_24851618_22,K03088,bco_bin_69_1
bco_bin_69_1_k125_24851618_26,K01726,bco_bin_69_1
bco_bin_69_1_k125_24851618_29,K03886,bco_bin_69_1
bco_bin_69_1_k125_24851618_30,K03887,bco_bin_69_1
bco_bin_69_1_k125_24851618_31,K03888,bco_bin_69_1
bco_bin_69_1_k125_24952174_1,K00382,bco_bin_69_1
bco_bin_69_1_k125_24952174_2,K00627,bco_bin_69_1
bco_bin_69_1_k125_24952174_3,K00167,bco_bin_69_1
bco_bin_69_1_k125_24952174_4,K00166,bco_bin_69_1
bco_bin_69_1_k125_24952174_6,K25307,bco_bin_69_1
bco_bin_69_1_k125_24952174_8,K00949,bco_bin_69_1
bco_bin_69_1_k125_24952174_22,K06968,bco_bin_69_1
bco_bin_69_1_k125_25422352_2,K06307,bco_bin_69_1
bco_bin_69_1_k125_25422352_3,K23356,bco_bin_69_1
bco_bin_69_1_k125_25422352_4,K26605,bco_bin_69_1
bco_bin_69_1_k125_25422352_5,K26606,bco_bin_69_1
bco_bin_69_1_k125_25422352_10,K01463,bco_bin_69_1
bco_bin_69_1_k125_25422352_13,K02025,bco_bin_69_1
bco_bin_69_1_k125_25422352_15,K07106,bco_bin_69_1
bco_bin_69_1_k125_25422352_17,K01222,bco_bin_69_1
bco_bin_69_1_k125_25422352_30,K17319,bco_bin_69_1
bco_bin_69_1_k125_25422352_31,K17318,bco_bin_69_1
bco_bin_69_1_k125_26040125_1,K00986,bco_bin_69_1
bco_bin_69_1_k125_26040125_5,K01990,bco_bin_69_1
bco_bin_69_1_k125_26040125_7,K07979,bco_bin_69_1
